EquationID,Equation,Result,ItemID,Context,Question,Correct_answer,Target_sentence_position,Number_of_propositions,Condition,Plausibility
x235,346 + 721 + 848 = x235,1915,7759,The chef used the blender after the trespasser poisoned the murderer because the tenor flustered the co-worker.,Did the chef use the blender?,Yes,first,three,Transitive,plausible
x236,981 + 255 + 386 = x236,1622,7759,The chef used the blender after the trespasser poisoned the murderer because the tenor flustered the co-worker.,Did the chef use the blender?,Yes,first,three,Transitive,plausible
x238,110 + 879 + 596 = x238,1585,7760,The person wasted the electricity after the prince repulsed the baroness when the caregiver watched the cabbie.,Did the person waste the electricity?,Yes,first,three,Transitive,plausible
x239,148 + 725 + 955 = x239,1828,7760,The person wasted the electricity after the prince repulsed the baroness when the caregiver watched the cabbie.,Did the person waste the electricity?,Yes,first,three,Transitive,plausible
x241,455 + 800 + 120 = x241,1375,7761,The provost choked the defender and the engine assembled the mechanic but the geophysicist eyed the merchant.,Did the engine assemble the mechanic?,Yes,second,three,Transitive,implausible
x242,739 + 168 + 827 = x242,1734,7761,The provost choked the defender and the engine assembled the mechanic but the geophysicist eyed the merchant.,Did the engine assemble the mechanic?,Yes,second,three,Transitive,implausible
x244,271 + 100 + 631 = x244,1002,7762,The grouch shoved the actuary and the wire bent the tailor when the maverick rated the despot.,Did the wire bend the tailor?,Yes,second,three,Transitive,implausible
x245,438 + 455 + 394 = x245,1287,7762,The grouch shoved the actuary and the wire bent the tailor when the maverick rated the despot.,Did the wire bend the tailor?,Yes,second,three,Transitive,implausible
x247,615 + 718 + 107 = x247,1440,7763,The countess agitated the herder and the apple bit the child because the geneticist defeated the co-worker.,Did the apple bite the child?,Yes,second,three,Transitive,implausible
x248,193 + 452 + 415 = x248,1060,7763,The countess agitated the herder and the apple bit the child because the geneticist defeated the co-worker.,Did the apple bite the child?,Yes,second,three,Transitive,implausible
x250,759 + 168 + 969 = x250,1896,7764,The herder healed the professor and the ingredients blended the chef after the oncologist addressed the landlady.,Did the ingredients blend the chef?,Yes,second,three,Transitive,implausible
x251,511 + 475 + 686 = x251,1672,7764,The herder healed the professor and the ingredients blended the chef after the oncologist addressed the landlady.,Did the ingredients blend the chef?,Yes,second,three,Transitive,implausible
x253,476 + 625 + 226 = x253,1327,7765,The motorcyclist represented the envoy but the statue carved the sculptor and the toolmaker followed the violist.,Did the statue carve the sculptor?,Yes,second,three,Transitive,implausible
x254,750 + 442 + 593 = x254,1785,7765,The motorcyclist represented the envoy but the statue carved the sculptor and the toolmaker followed the violist.,Did the statue carve the sculptor?,Yes,second,three,Transitive,implausible
x256,637 + 365 + 391 = x256,1393,7766,The australian introduced the feminist but the vegetables chopped the chef when the strategist diagnosed the custodian.,Did the vegetables chop the chef?,Yes,second,three,Transitive,implausible
x257,638 + 679 + 235 = x257,1552,7766,The australian introduced the feminist but the vegetables chopped the chef when the strategist diagnosed the custodian.,Did the vegetables chop the chef?,Yes,second,three,Transitive,implausible
x259,539 + 207 + 309 = x259,1055,7767,The cabinetmaker assuaged the sommelier but the floor cleaned the cleaner because the patent teased the landscaper.,Did the floor clean the cleaner?,Yes,second,three,Transitive,implausible
x260,904 + 122 + 481 = x260,1507,7767,The cabinetmaker assuaged the sommelier but the floor cleaned the cleaner because the patent teased the landscaper.,Did the floor clean the cleaner?,Yes,second,three,Transitive,implausible
x262,513 + 847 + 723 = x262,2083,7768,The welder enraged the flutist but the stamps collected the collector after the cabbie filmed the appraiser.,Did the stamps collect the collector?,Yes,second,three,Transitive,implausible
x263,133 + 771 + 327 = x263,1231,7768,The welder enraged the flutist but the stamps collected the collector after the cabbie filmed the appraiser.,Did the stamps collect the collector?,Yes,second,three,Transitive,implausible
x265,866 + 184 + 550 = x265,1600,7769,The workaholic flustered the insider when the meat cut the butcher and the scavenger avoided the chief.,Did the meat cut the butcher?,Yes,second,three,Transitive,implausible
x266,225 + 579 + 619 = x266,1423,7769,The workaholic flustered the insider when the meat cut the butcher and the scavenger avoided the chief.,Did the meat cut the butcher?,Yes,second,three,Transitive,implausible
x268,466 + 433 + 212 = x268,1111,7770,The rustler esteemed the cinematographer when the landscape described the writer but the dairyman baffled the columnist.,Did the landscape describe the writer?,Yes,second,three,Transitive,implausible
x269,152 + 407 + 190 = x269,749,7770,The rustler esteemed the cinematographer when the landscape described the writer but the dairyman baffled the columnist.,Did the landscape describe the writer?,Yes,second,three,Transitive,implausible
x271,378 + 298 + 748 = x271,1424,7771,The bishop overcharged the girlfriend when the building destroyed the crew because the drummer enraged the custodian.,Did the building destroy the crew?,Yes,second,three,Transitive,implausible
x272,337 + 992 + 660 = x272,1989,7771,The bishop overcharged the girlfriend when the building destroyed the crew because the drummer enraged the custodian.,Did the building destroy the crew?,Yes,second,three,Transitive,implausible
x274,821 + 667 + 135 = x274,1623,7772,The sophomore acknowledged the bullfighter when the house designed the architect after the climber identified the fighter.,Did the house design the architect?,Yes,second,three,Transitive,implausible
x275,259 + 654 + 519 = x275,1432,7772,The sophomore acknowledged the bullfighter when the house designed the architect after the climber identified the fighter.,Did the house design the architect?,Yes,second,three,Transitive,implausible
x277,828 + 333 + 964 = x277,2125,7773,The feminist mollified the clown because the cart pushed the student and the wizard maddened the crusader.,Did the cart push the student?,Yes,second,three,Transitive,implausible
x278,745 + 870 + 144 = x278,1759,7773,The feminist mollified the clown because the cart pushed the student and the wizard maddened the crusader.,Did the cart push the student?,Yes,second,three,Transitive,implausible
x280,504 + 682 + 964 = x280,2150,7774,The protestor faced the chancellor because the portrait drew the artist but the respondent harassed the defense.,Did the portrait draw the artist?,Yes,second,three,Transitive,implausible
x281,108 + 675 + 916 = x281,1699,7774,The protestor faced the chancellor because the portrait drew the artist but the respondent harassed the defense.,Did the portrait draw the artist?,Yes,second,three,Transitive,implausible
x283,973 + 469 + 325 = x283,1767,7775,The oncologist poked the idiot because the concept memorized the teacher when the commissioner challenged the greek.,Did the concept memorize the teacher?,Yes,second,three,Transitive,implausible
x284,386 + 266 + 329 = x284,981,7775,The oncologist poked the idiot because the concept memorized the teacher when the commissioner challenged the greek.,Did the concept memorize the teacher?,Yes,second,three,Transitive,implausible
x286,608 + 915 + 765 = x286,2288,7776,The scout cursed the dissident because the metal flattened the blacksmith after the co-worker flattered the merchant.,Did the metal flatten the blacksmith?,Yes,second,three,Transitive,implausible
x287,905 + 366 + 907 = x287,2178,7776,The scout cursed the dissident because the metal flattened the blacksmith after the co-worker flattered the merchant.,Did the metal flatten the blacksmith?,Yes,second,three,Transitive,implausible
x289,540 + 119 + 392 = x289,1051,7777,The flutist undermined the excavator after the paper folded the artist and the bride wounded the atheist.,Did the paper fold the artist?,Yes,second,three,Transitive,implausible
x290,430 + 676 + 584 = x290,1690,7777,The flutist undermined the excavator after the paper folded the artist and the bride wounded the atheist.,Did the paper fold the artist?,Yes,second,three,Transitive,implausible
x292,531 + 843 + 264 = x292,1638,7778,The sportscaster accused the soundman after the nail hammered the carpenter but the hero mortified the victim.,Did the nail hammer the carpenter?,Yes,second,three,Transitive,implausible
x293,199 + 327 + 568 = x293,1094,7778,The sportscaster accused the soundman after the nail hammered the carpenter but the hero mortified the victim.,Did the nail hammer the carpenter?,Yes,second,three,Transitive,implausible
x295,423 + 712 + 969 = x295,2104,7779,The taxpayer judged the countess after the system hacked the hacker because the auditor invoiced the plumber.,Did the system hack the hacker?,Yes,second,three,Transitive,implausible
x296,448 + 370 + 978 = x296,1796,7779,The taxpayer judged the countess after the system hacked the hacker because the auditor invoiced the plumber.,Did the system hack the hacker?,Yes,second,three,Transitive,implausible
x298,420 + 622 + 655 = x298,1697,7780,The diva sickened the mutineer after the wall hit the boxer when the cardinal alienated the blonde.,Did the wall hit the boxer?,Yes,second,three,Transitive,implausible
x299,712 + 137 + 138 = x299,987,7780,The diva sickened the mutineer after the wall hit the boxer when the cardinal alienated the blonde.,Did the wall hit the boxer?,Yes,second,three,Transitive,implausible
x301,486 + 585 + 139 = x301,1210,7781,The stranger reassured the storyteller and the housemaid exposed the obstetrician but the ball kicked the player.,Did the ball kick the player?,Yes,third,three,Transitive,implausible
x302,281 + 199 + 205 = x302,685,7781,The stranger reassured the storyteller and the housemaid exposed the obstetrician but the ball kicked the player.,Did the ball kick the player?,Yes,third,three,Transitive,implausible
