Group,ItemID,Context,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,Question,Correct_answer,Target_sentence_position,Number_of_propositions,Condition,Plausibility,Item,Arithmetic,Task
A,8841,The landscaper pursued the rancher and the puzzle agonized the student but the scavenger avoided the soothsayer.,The,landscaper,pursued,the,rancher,and,the,puzzle,agonized,the,student,but,the,scavenger,avoided,the,soothsayer.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the puzzle agonize the student?,J,second,three,ExperienerObject,plausible,601,1digit_2addition,single
A,12762,The 9 ringleader + beated 6 the = plumber x10125 and 5 the + columnist 8 rejected = the x10126 milkman 3 when + the 8 magician = amazed x10127 the 7 illusion.,The,9,ringleader,+,beated,6,the,=,plumber,x10125,and,5,the,+,columnist,8,rejected,=,the,x10126,milkman,3,when,+,the,8,magician,=,amazed,x10127,the,7,illusion.,*,*,*,*,*,*,*,*,Did the illusion amaze the magician?,F,third,three,ExperienerObject,implausible,602,1digit_2addition,dual
A,12781,The 8 advocate + displeased 5 the = verdict x10201 and 1 the + venture 1 shoved = the x10202 drug 6 but + the 3 deputy = befuddled x10203 the 7 barrister.,The,8,advocate,+,displeased,5,the,=,verdict,x10201,and,1,the,+,venture,1,shoved,=,the,x10202,drug,6,but,+,the,3,deputy,=,befuddled,x10203,the,7,barrister.,*,*,*,*,*,*,*,*,Did the verdict displease the advocate?,F,first,three,ExperienerObject,implausible,621,1digit_2addition,noisy-single
A,12782,The spokesperson embarrassed the blunder and the nominee stared the signatory when the interpreter noted the mutineer.,The,spokesperson,embarrassed,the,blunder,and,the,nominee,stared,the,signatory,when,the,interpreter,noted,the,mutineer.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the blunder embarrass the spokesperson?,F,first,three,ExperienerObject,implausible,622,1digit_2addition,single
B,7681,The 7 mechanic + assembled 1 the = engine x1 and 2 the + envoy 4 saluted = the x2 higher-ups 8 but + the 5 scoundrel = encountered x3 the 4 clarinetist.,The,7,mechanic,+,assembled,1,the,=,engine,x1,and,2,the,+,envoy,4,saluted,=,the,x2,higher-ups,8,but,+,the,5,scoundrel,=,encountered,x3,the,4,clarinetist.,*,*,*,*,*,*,*,*,Did the mechanic assemble the engine?,J,first,three,Transitive,plausible,1,1digit_2addition,noisy-single
B,7682,The tailor bent the wire and the entertainer quoted the residents when the forester insulted the messenger.,The,tailor,bent,the,wire,and,the,entertainer,quoted,the,residents,when,the,forester,insulted,the,messenger.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the tailor bend the wire?,J,first,three,Transitive,plausible,2,1digit_2addition,single
B,11621,The 9 planner + accosted 4 the = hairstylist x5541 and 3 the + equestrian 3 approved = the x5542 toymaker 5 but + the 6 ball = kicked x5543 the 4 player.,The,9,planner,+,accosted,4,the,=,hairstylist,x5541,and,3,the,+,equestrian,3,approved,=,the,x5542,toymaker,5,but,+,the,6,ball,=,kicked,x5543,the,4,player.,*,*,*,*,*,*,*,*,Did the player kick the ball?,F,third,three,Transitive,implausible,21,1digit_2addition,dual
B,11622,The 4 communist + flattered 8 the = buyer x5545 and 8 the + dean 7 rushed = the x5546 grocer 2 when + the 4 door = knocked x5547 the 1 burglar.,The,4,communist,+,flattered,8,the,=,buyer,x5545,and,8,the,+,dean,7,rushed,=,the,x5546,grocer,2,when,+,the,4,door,=,knocked,x5547,the,1,burglar.,*,*,*,*,*,*,*,*,Did the burglar knock on the door?,F,third,three,Transitive,implausible,22,1digit_2addition,noisy-single
B,11641,The bookshelf assembled the carpenter and the underwriter infected the passenger but the umpire faced the mover.,The,bookshelf,assembled,the,carpenter,and,the,underwriter,infected,the,passenger,but,the,umpire,faced,the,mover.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the carpenter assemble the bookshelf?,F,first,three,Transitive,implausible,41,1digit_2addition,single
B,11562,The 4 chemist + saluted 7 the = jeweler x5305 and 6 the + shopper 9 provoked = the x5306 usurper 2 when + the 8 instructor = bent x5307 the 2 mat.,The,4,chemist,+,saluted,7,the,=,jeweler,x5305,and,6,the,+,shopper,9,provoked,=,the,x5306,usurper,2,when,+,the,8,instructor,=,bent,x5307,the,2,mat.,*,*,*,*,*,*,*,*,Did the mat bend the instructor?,F,third,three,Transitive,plausible,42,1digit_2addition,dual
B,11581,The 5 guy + kicked 9 the = door x5381 and 6 the + tenor 9 framed = the x5382 inventor 6 but + the 9 dealer = befriended x5383 the 7 publisher.,The,5,guy,+,kicked,9,the,=,door,x5381,and,6,the,+,tenor,9,framed,=,the,x5382,inventor,6,but,+,the,9,dealer,=,befriended,x5383,the,7,publisher.,*,*,*,*,*,*,*,*,Did the wall kick the guy?,F,first,three,Transitive,plausible,61,1digit_2addition,noisy-single
B,11582,The student knocked the door and the goalie photographed the benefactor when the socialist antagonized the shopper.,The,student,knocked,the,door,and,the,goalie,photographed,the,benefactor,when,the,socialist,antagonized,the,shopper.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the door knock the student?,F,first,three,Transitive,plausible,62,1digit_2addition,single
B,7921,The 8 mechanic + was 5 assembled = by x961 the 5 engine + and 1 the = patrolman x962 baffled 5 the + linguist 5 but = the x963 agnostic 5 ignored + the 2 gnome.,The,8,mechanic,+,was,5,assembled,=,by,x961,the,5,engine,+,and,1,the,=,patrolman,x962,baffled,5,the,+,linguist,5,but,=,the,x963,agnostic,5,ignored,+,the,2,gnome.,*,*,*,*,Was the mechanic assembled by the engine?,J,first,three,Passive,implausible,81,1digit_2addition,dual
B,7922,The 5 tailor + was 8 bent = by x965 the 2 wire + and 4 the = leper x966 chastised 4 the + parent 4 when = the x967 sharpshooter 5 signaled + the 6 spokesman.,The,5,tailor,+,was,8,bent,=,by,x965,the,2,wire,+,and,4,the,=,leper,x966,chastised,4,the,+,parent,4,when,=,the,x967,sharpshooter,5,signaled,+,the,6,spokesman.,*,*,*,*,Was the tailor bent by the wire?,J,first,three,Passive,implausible,82,1digit_2addition,noisy-single
B,7941,The murderer replaced the commoner and the player was kicked by the ball but the vagrant shamed the authorities.,The,murderer,replaced,the,commoner,and,the,player,was,kicked,by,the,ball,but,the,vagrant,shamed,the,authorities.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Was the player kicked by the ball?,J,second,three,Passive,implausible,101,1digit_2addition,single
B,7862,The 6 door + was 9 knocked = by x725 the 6 burglar + and 5 the = character x726 inspired 7 the + perpetrator 7 when = the x727 pensioner 4 hurted + the 3 commuter.,The,6,door,+,was,9,knocked,=,by,x725,the,6,burglar,+,and,5,the,=,character,x726,inspired,7,the,+,perpetrator,7,when,=,the,x727,pensioner,4,hurted,+,the,3,commuter.,*,*,*,*,Was the door knocked by the burglar?,J,first,three,Passive,plausible,102,1digit_2addition,dual
B,7881,The 6 ceo + seduced 9 the = prosecutor x801 and 8 the + bookshelf 3 was = assembled x802 by 2 the + carpenter 2 but = the x803 landlady 2 filmed + the 7 pastor.,The,6,ceo,+,seduced,9,the,=,prosecutor,x801,and,8,the,+,bookshelf,3,was,=,assembled,x802,by,2,the,+,carpenter,2,but,=,the,x803,landlady,2,filmed,+,the,7,pastor.,*,*,*,*,Was the bookshelf assembled by the carpenter?,J,second,three,Passive,plausible,121,1digit_2addition,noisy-single
B,7882,The maverick followed the machinist and the mat was bent by the instructor when the veterinarian ridiculed the lieutenant.,The,maverick,followed,the,machinist,and,the,mat,was,bent,by,the,instructor,when,the,veterinarian,ridiculed,the,lieutenant.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Was the mat bent by the instructor?,J,second,three,Passive,plausible,122,1digit_2addition,single
B,11821,The 4 guy + was 9 kicked = by x6341 the 2 door + and 4 the = poacher x6342 heared 3 the + defender 8 but = the x6343 dermatologist 2 watched + the 7 petitioner.,The,4,guy,+,was,9,kicked,=,by,x6341,the,2,door,+,and,4,the,=,poacher,x6342,heared,3,the,+,defender,8,but,=,the,x6343,dermatologist,2,watched,+,the,7,petitioner.,*,*,*,*,Was the door kicked by the guy?,F,first,three,Passive,implausible,141,1digit_2addition,dual
B,11822,The 7 student + was 2 knocked = by x6345 the 7 door + and 7 the = stableman x6346 framed 9 the + newcomer 3 when = the x6347 rustler 8 assuaged + the 6 playwright.,The,7,student,+,was,2,knocked,=,by,x6345,the,7,door,+,and,7,the,=,stableman,x6346,framed,9,the,+,newcomer,3,when,=,the,x6347,rustler,8,assuaged,+,the,6,playwright.,*,*,*,*,Was the door knocked by the student?,F,first,three,Passive,implausible,142,1digit_2addition,noisy-single
B,11921,The train hurted the shortstop and the missionary seduced the physiologist but the manager allocated the tasks the employees.,The,train,hurted,the,shortstop,and,the,missionary,seduced,the,physiologist,but,the,manager,allocated,the,tasks,the,employees.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the manager allocate the employees the tasks?,F,third,three,DoubleObjectConstruction,implausible,161,1digit_2addition,single
B,11842,The 5 lyricist + faced 2 the = ranger x6425 and 6 the + lady 6 assigned = the x6426 assistant 7 the + project 5 when = the x6427 toymaker 2 isolated + the 4 tenor.,The,5,lyricist,+,faced,2,the,=,ranger,x6425,and,6,the,+,lady,6,assigned,=,the,x6426,assistant,7,the,+,project,5,when,=,the,x6427,toymaker,2,isolated,+,the,4,tenor.,*,*,*,*,Did the lady assign the project the assistant?,F,second,three,DoubleObjectConstruction,plausible,162,1digit_2addition,dual
B,11861,The 5 administrator + offended 4 the = fortune-teller x6501 and 7 the + candidate 6 hounded = the x6502 saxophonist 1 but + the 6 borrower = owed x6503 the 3 lender + the 7 money.,The,5,administrator,+,offended,4,the,=,fortune-teller,x6501,and,7,the,+,candidate,6,hounded,=,the,x6502,saxophonist,1,but,+,the,6,borrower,=,owed,x6503,the,3,lender,+,the,7,money.,*,*,*,*,Did the borrower owe the money the lender?,F,third,three,DoubleObjectConstruction,plausible,181,1digit_2addition,noisy-single
B,11862,The pole pursued the anesthesiologist and the geographer extoled the auditor when the student passed the teacher the assignment.,The,pole,pursued,the,anesthesiologist,and,the,geographer,extoled,the,auditor,when,the,student,passed,the,teacher,the,assignment.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the student pass the assignment the teacher?,F,third,three,DoubleObjectConstruction,plausible,182,1digit_2addition,single
B,8121,The 8 italian + alienated 6 the = leper x1761 and 6 the + manager 2 allocated = the x1762 budget 9 the + department 5 but = the x1763 chemist 6 mortified + the 1 forester.,The,8,italian,+,alienated,6,the,=,leper,x1761,and,6,the,+,manager,2,allocated,=,the,x1762,budget,9,the,+,department,5,but,=,the,x1763,chemist,6,mortified,+,the,1,forester.,*,*,*,*,Did the manager allocate the budget the department?,J,second,three,DoubleObjectConstruction,implausible,201,1digit_2addition,dual
B,8122,The 7 performer + filmed 8 the = peace-lover x1765 and 2 the + teacher 3 assigned = the x1766 homework 5 the + students 9 when = the x1767 gallery 4 enticed + the 9 athlete.,The,7,performer,+,filmed,8,the,=,peace-lover,x1765,and,2,the,+,teacher,3,assigned,=,the,x1766,homework,5,the,+,students,9,when,=,the,x1767,gallery,4,enticed,+,the,9,athlete.,*,*,*,*,Did the teacher assign the homework the students?,J,second,three,DoubleObjectConstruction,implausible,202,1digit_2addition,noisy-single
B,8141,The trustee fascinated the taxpayer and the australian maddened the sentry but the debtor owed the debt the creditor.,The,trustee,fascinated,the,taxpayer,and,the,australian,maddened,the,sentry,but,the,debtor,owed,the,debt,the,creditor.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the debtor owe the debt the creditor?,J,third,three,DoubleObjectConstruction,implausible,221,1digit_2addition,single
B,8062,The 3 golfer + singed 4 the = landlady x1525 and 7 the + student 6 passed = the x1526 classmate 1 the + note 4 when = the x1527 biologist 3 interviewed + the 3 organist.,The,3,golfer,+,singed,4,the,=,landlady,x1525,and,7,the,+,student,6,passed,=,the,x1526,classmate,1,the,+,note,4,when,=,the,x1527,biologist,3,interviewed,+,the,3,organist.,*,*,*,*,Did the student pass the classmate the note?,J,second,three,DoubleObjectConstruction,plausible,222,1digit_2addition,dual
B,8161,The 2 manager + allocated 6 the = tasks x1921 to 3 the + employees 5 and = the x1922 inventor 3 encountered + the 7 chaplain = but x1923 the 2 commoner + quized 4 the = mariner.,The,2,manager,+,allocated,6,the,=,tasks,x1921,to,3,the,+,employees,5,and,=,the,x1922,inventor,3,encountered,+,the,7,chaplain,=,but,x1923,the,2,commoner,+,quized,4,the,=,mariner.,*,*,Did the manager allocate the tasks to the employees?,J,first,three,DativeConstruction,plausible,241,1digit_2addition,noisy-single
B,8162,The lady assigned the project to the assistant and the agnostic belittled the kleptomaniac when the salesman dismissed the surfer.,The,lady,assigned,the,project,to,the,assistant,and,the,agnostic,belittled,the,kleptomaniac,when,the,salesman,dismissed,the,surfer.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the lady assign the project to the assistant?,J,first,three,DativeConstruction,plausible,242,1digit_2addition,single
B,12101,The 7 entertainer + diagnosed 4 the = missionary x7461 and 2 the + bullfighter 5 paged = the x7462 pollster 5 but + the 6 borrower = owed x7463 the 4 lender + to 4 the = money x7464 .,The,7,entertainer,+,diagnosed,4,the,=,missionary,x7461,and,2,the,+,bullfighter,5,paged,=,the,x7462,pollster,5,but,+,the,6,borrower,=,owed,x7463,the,4,lender,+,to,4,the,=,money,x7464,.,Did the borrower owe the money to the lender?,F,third,three,DativeConstruction,implausible,261,1digit_2addition,dual
B,12102,The 1 sharpshooter + observed 8 the = healer x7466 and 8 the + taxi-driver 1 challenged = the x7467 goalkeeper 6 when + the 7 student = passed x7468 the 3 teacher + to 2 the = assignment x7469 .,The,1,sharpshooter,+,observed,8,the,=,healer,x7466,and,8,the,+,taxi-driver,1,challenged,=,the,x7467,goalkeeper,6,when,+,the,7,student,=,passed,x7468,the,3,teacher,+,to,2,the,=,assignment,x7469,.,Did the student pass the assignment to the teacher?,F,third,three,DativeConstruction,implausible,262,1digit_2addition,noisy-single
B,12121,The manager allocated the department to the budget  and the inventor betraied the dissident but the herder targeted the patrolman.,The,manager,allocated,the,department,to,the,budget,and,the,inventor,betraied,the,dissident,but,the,herder,targeted,the,patrolman.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the manager allocate the budget to the department?,F,first,three,DativeConstruction,implausible,281,1digit_2addition,single
B,12042,The 3 fighter + shoved 3 the = arbitrator x7225 and 7 the + workaholic 7 accosted = the x7226 coroner 9 when + the 7 teacher = assigned x7227 the 6 homework + to 8 the = students.,The,3,fighter,+,shoved,3,the,=,arbitrator,x7225,and,7,the,+,workaholic,7,accosted,=,the,x7226,coroner,9,when,+,the,7,teacher,=,assigned,x7227,the,6,homework,+,to,8,the,=,students.,*,*,Did the teacher assign the students to the homework?,F,third,three,DativeConstruction,plausible,282,1digit_2addition,dual
B,12061,The 3 debtor + owed 1 the = debt x7301 to 9 the + creditor 9 and = the x7302 helper 3 humiliated + the 3 accuser = but x7303 the 1 stuntman + watched 6 the = actuary.,The,3,debtor,+,owed,1,the,=,debt,x7301,to,9,the,+,creditor,9,and,=,the,x7302,helper,3,humiliated,+,the,3,accuser,=,but,x7303,the,1,stuntman,+,watched,6,the,=,actuary.,*,*,Did the debtor owe the creditor to the debt?,F,first,three,DativeConstruction,plausible,301,1digit_2addition,noisy-single
B,12062,The student passed the note to the classmate and the weaver plagiarized the interpreter when the wizard strangled the chemist.,The,student,passed,the,note,to,the,classmate,and,the,weaver,plagiarized,the,interpreter,when,the,wizard,strangled,the,chemist.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the student pass the classmate to the note?,F,first,three,DativeConstruction,plausible,302,1digit_2addition,single
B,8401,The 2 chef + baked 7 the = cookies x2901 the 5 child + and 7 the = jock x2902 addressed 7 the + arbitrator 6 but = the x2903 housemaid 6 advised + the 8 paleontologist.,The,2,chef,+,baked,7,the,=,cookies,x2901,the,5,child,+,and,7,the,=,jock,x2902,addressed,7,the,+,arbitrator,6,but,=,the,x2903,housemaid,6,advised,+,the,8,paleontologist.,*,*,*,*,Did the chef bake the cookies the child?,J,first,three,BenefactiveDoubleObjectConstruction,implausible,321,1digit_2addition,dual
B,8402,The 1 agent + booked 5 the = flight x2905 the 6 traveler + and 1 the = illustrator x2906 begrudged 5 the + foreman 7 when = the x2907 gallery 3 befriended + the 2 newswoman.,The,1,agent,+,booked,5,the,=,flight,x2905,the,6,traveler,+,and,1,the,=,illustrator,x2906,begrudged,5,the,+,foreman,7,when,=,the,x2907,gallery,3,befriended,+,the,2,newswoman.,*,*,*,*,Did the agent book the flight the traveler?,J,first,three,BenefactiveDoubleObjectConstruction,implausible,322,1digit_2addition,noisy-single
B,8421,The paleontologist scared the mover and the thief stole the item the criminal but the pawnbroker humiliated the spokesman.,The,paleontologist,scared,the,mover,and,the,thief,stole,the,item,the,criminal,but,the,pawnbroker,humiliated,the,spokesman.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the thief steal the item the criminal?,J,second,three,BenefactiveDoubleObjectConstruction,implausible,341,1digit_2addition,single
B,8342,The 2 roommate + washed 9 the = friend x2665 the 6 dish + and 3 the = usurper x2666 vexed 5 the + pediatrician 8 when = the x2667 zoologist 1 deceived + the 7 bookbinder.,The,2,roommate,+,washed,9,the,=,friend,x2665,the,6,dish,+,and,3,the,=,usurper,x2666,vexed,5,the,+,pediatrician,8,when,=,the,x2667,zoologist,1,deceived,+,the,7,bookbinder.,*,*,*,*,Did the roommate wash the friend the dish?,J,first,three,BenefactiveDoubleObjectConstruction,plausible,342,1digit_2addition,dual
B,8361,The 9 polygamist + defeated 4 the = undergraduate x2741 and 2 the + maid 6 cleaned = the x2742 siblings 7 the + rooms 9 but = the x2743 agnostic 4 followed + the 6 niece.,The,9,polygamist,+,defeated,4,the,=,undergraduate,x2741,and,2,the,+,maid,6,cleaned,=,the,x2742,siblings,7,the,+,rooms,9,but,=,the,x2743,agnostic,4,followed,+,the,6,niece.,*,*,*,*,Did the maid clean the siblings the rooms?,J,second,three,BenefactiveDoubleObjectConstruction,plausible,361,1digit_2addition,noisy-single
